stenopelix,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/stenopelix.html
struthiomimus,omnivorous,https://www.nhm.ac.uk/discover/dino-directory/struthiomimus.html
struthiosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/struthiosaurus.html
styracosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/styracosaurus.html
suchomimus,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/suchomimus.html
supersaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/supersaurus.html
talarurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/talarurus.html
tanius,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/tanius.html
tarbosaurus,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/tarbosaurus.html
tarchia,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/tarchia.html
telmatosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/telmatosaurus.html
tenontosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/tenontosaurus.html
thecodontosaurus,omnivorous,https://www.nhm.ac.uk/discover/dino-directory/thecodontosaurus.html
therizinosaurus,unknown,https://www.nhm.ac.uk/discover/dino-directory/therizinosaurus.html
thescelosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/thescelosaurus.html
torosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/torosaurus.html
torvosaurus,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/torvosaurus.html
triceratops,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/triceratops.html
troodon,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/troodon.html
tsagantegia,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/tsagantegia.html
tsintaosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/tsintaosaurus.html
tuojiangosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/tuojiangosaurus.html
tylocephale,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/tylocephale.html
tyrannosaurus,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/tyrannosaurus.html
udanoceratops,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/udanoceratops.html
unenlagia,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/unenlagia.html
urbacodon,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/urbacodon.html
utahraptor,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/utahraptor.html
valdosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/valdosaurus.html
velociraptor,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/velociraptor.html
vulcanodon,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/vulcanodon.html
yandusaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/yandusaurus.html
yangchuanosaurus,carnivorous,https://www.nhm.ac.uk/discover/dino-directory/yangchuanosaurus.html
yimenosaurus,herbivorous,https://www.nhm.ac.uk/discover/dino-directory/yimenosaurus.html
